video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"wVB60QzgtPw","사랑할 수 밖에 없는 선수네요! 김하성 호수비에 활짝 웃은 다르빗슈, 태극기 흔드는 열광적 홈팬 분위기까지 포착한 현지 중계진 반응 | 이현우 x SPOTV","2023-06-05T09:00:37Z","UCunsfa6SSFxVGG74nEsGP-Q","스포일러 MLB","17","23.08.06","mlb|메이저리그|류현진|토론토|블루제이스|토론토블루제이스","868970","0","0","315","https://i.ytimg.com/vi/wVB60QzgtPw/default.jpg","False","True","MLB는 언제나 SPOTV NOW ☞ http://www.spotvnow.co.kr지난 3일과 4일 홈에서 열린 컵스전에서 공수양면 맹활약을 펼친 김하성! 김하성 몸에 맞을 뻔한 공에 야유하고, 김하성 이름을 연호하고, 심지어는 태극기까지 들고 들어온 홈팬들의 분위기와 김하성의 활약상을 현지 해설과 함께 돌아봤습니다.#메이저리그 #MLB #김하성 #샌디에이고파드리스"
"I-LMqYlRWuw","보통과 곱빼기 둘 다 3천원?! 국숫집 할매가 15년째 가격 동결한 이유는? (KBS 20130924 방송)","2023-06-05T11:00:09Z","UC4LW3sOslC14Vn5bcoNUBkg","KBS 다큐","24","23.08.06","KBS|다큐멘터리|docu|documentary|다큐","1213637","0","0","2707","https://i.ytimg.com/vi/I-LMqYlRWuw/default.jpg","False","True","◈ 맛있는 냄새, 배부른 행복 - 할머니의 잔치국수지하철 6호선 효창공원역 사거리에선 늘 맛있는 냄새가 난다. 8.3m2(약 2.5평) 남짓한 ‘맛있는 잔치국수’ 집이 그 주인공. 인심 후하고 사람 좋기로 소문난 김순남 할머니(65)는 15년째 이곳에서 국수장사를 하고 있다. 서로 어깨를 부대끼고 앉아야 8명이 겨우 앉을 수 있는 좁은 공간이지만, 단돈 3천원이면 배가 부를 때까지 몇 그릇이고 양껏 국수를 먹을 수 있는 가게다. 이곳을 찾는 손님들은 남녀노소 할 것 없이 다양하다. 맞벌이 부모님을 둔 꼬마신사, 공부가 힘든 수험생, 일상에 지친 직장인, 홀로 남아 외로운 어르신… 할매가 그릇에 넘칠 정도로 아낌없이 국수를 내어주는 이유는 “배가 든든해야 마음도 든든해진다.” 하시기 때문. 15년간 이 곳에서 할매의 행복한 국수를 먹은 수많은 손님들은, 주린 배를 채운 것뿐 아니라 허기진 마음까지 채워갔다.※ 이 영상은 2013년 9월 24일 방영된 [다큐 공감 - 행복을 파는 가게, 국수 할매] 입니다.#잔치국수 #할머니 #비빔국수"
"6hjCuWUTDIc","[SUB] 사장님은 못 말려🤦‍♀ 폭주하는 시애틀 소주 상인 박재범🍶🤟   [차린건 쥐뿔도 없지만] EP.21 #이영지 #박재범 (ENG/JPN/SPA/IND)","2023-06-02T10:00:04Z","UChdqwmHLPoL3UJmm9Fw-LsA","차린건 쥐뿔도 없지만","22","23.08.06","[none]","5302596","0","0","6714","https://i.ytimg.com/vi/6hjCuWUTDIc/default.jpg","False","True","🔥차린건 쥐뿔도 없지만 스물한 번째 축복 대상🔥 영지의 페이스북 한 줄 소개란을 차지한 그분..좋아~ 모든 것이 좋은 남자 🖤박재범🖤박사장님 폼 미쳤다이❗사장님 바이브로 홍보하러 왔다가얼떨결에 기부까지 하고 간 𝑱𝒂𝒚 𝑷𝒂𝒓𝒌😎그리고,,영zㅣ가 프로듀서 박재범을 위해무려 5개월 전에 𝙁𝙇𝙀𝙓한🤟⭐롤렉스⭐전달식까지..(ˊ⸝⸝o̴̶̷ ̫ o̴̶̷⸝⸝ˋ)박사장님✨, 가수🎤, 프로듀서🎵..여러 자아의 제이팍 보러 오세요❤〰〰〰〰〰〰〰〰〰〰〰〰〰* 경고 : 지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.[차린 건 쥐뿔도 없지만] 6월 9일(금) 저녁 7시 EP.22 공개🥂 구독 & 좋아요 & 알림설정 필수 🥂━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ [차린건 쥐뿔도 없지만] 이영지의 1:1 취중진담 프로젝트🍹 매주 금요일 오후 7시 업로드🍸구독하기 ▷https://www.youtube.com/channel/UChdqwmHLPoL3UJmm9Fw-LsA🍺CONTACT ▷ @youngji_gbbul_nocharim 🥂광고문의   ▷ Boxmedia.ad@gmail.com ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━#유료광고포함  #차린건쥐뿔도없지만 #차뿔없 #이영지 #LeeYoungji  @이영지 #박재범 #jaypark"
"KQXKrL_da54","ZEROBASEONE (제로베이스원) 태래쇼 🎤 (Feat. KCON JAPAN 2023)","2023-06-07T11:00:12Z","UCSAp0Yl9S0Zq5uDqE6im_XQ","ZEROBASEONE","22","23.08.06","ZEROBASEONE|제로베이스원|제베원|ZB1|ZERO BASE ONE|ZEROBASEONE official|ZERO BASE ONE official|제로즈|케이콘|케이콘재팬|KCON|KCON JAPAN 2023|태래쇼","477171","0","0","4266","https://i.ytimg.com/vi/KQXKrL_da54/default.jpg","False","True","ZEROBASEONE (제로베이스원) 태래쇼 🎤 (Feat. KCON JAPAN 2023)More about ZEROBASEONE : https://linktr.ee/zb1_official#ZEROBASEONE #ZB1#제로베이스원"
"auxvyHrJF94","여러분들이 좋아하실 영상입니다.","2023-06-06T10:07:43Z","UCVWmCRMdvjvxV2NNX-GaUIQ","하알라","24","23.08.06","하알라|코미디|코믹|개그|아프리카TV|아프리카|가족시트콤|엽캠|하선우|모델|야방|BJ|독립|미션","729575","0","0","631","https://i.ytimg.com/vi/auxvyHrJF94/default.jpg","False","True","구독과 좋아요 한번씩 부탁드립니다.· 아프리카TV 방송국 : http://bj.afreecatv.com/chorong753· 인스타그램 : https://www.instagram.com/havely_2· 광고문의 : chorong753@naver.com· Copyright 2019. 하알라 All Rights Reserved.* 이 영상은 어떠한 경우에도 공식적인 허가 없이 영상의 일부 또는 전체를 복제, 전송, 배포하거나 변경하여 사용할 수 없습니다."
"dUeXJZFVBNc","섬을 떠날 생각을 안해봤어요~ 겨울되면 조용하고 먹을 것도 천지에 널렸어요 ㅎㅎ | 바닷속을 알 수 없어서 낚시가 더 재밌습니다 ㅎㅎ 오늘은 어떤 물고기가 잡힐지 기대가 됩니다!","2023-06-07T02:00:11Z","UCkWJBYc2KuB8JMmsb379K9A","대한민국 '섬' Korea Island","26","23.08.06","전라도|섬이야기|island|koreaisland|섬여행|관광|국내여행|가볼만한곳|바다|서해|남해|섬다큐|휴먼다큐","63281","0","0","13","https://i.ytimg.com/vi/dUeXJZFVBNc/default.jpg","False","True","[대한민국 '섬' Korea Island]아득한 바다 넘어때 묻지 않은 청정한 섬, 신안 상태도. 그런 섬에서만누릴 수 있는 모든 것들을누리며 살아가는상태도의 아들, 송철희씨. 그의 섬 생활기, 함께 만나보실래요?"
"oetu6DR5ySw","스텔라이브 2기생 스텔라이브 유니버스 데뷔 PV","2023-06-07T05:00:09Z","UC2b4WRE5BZ6SIUWBeJU8rwg","StelLive_official","22","23.08.06","스텔라이브|stellive|버츄얼|브이튜버|버튜버|애니메이션|애니|아이리칸나|칸나|유니|아야츠노유니|아라하시타비|타비|아카네리제|리제|네네코마시로|마시로|시라유키히나|히나","84163","0","0","573","https://i.ytimg.com/vi/oetu6DR5ySw/default.jpg","False","True","6월 10, 11일 2기생 스텔라이브 유니버스 데뷔!파스텔분들의 많은 관심 부탁드립니다!!✦아라하시 타비✦트위치 : https://www.twitch.tv/arahashitabi_stellive✦유튜브 : https://www.youtube.com/@arahashitabi✦트위터 : https://twitter.com/ArahashiTabi---------------------------------------------------------------------------------------------------✦네네코 마시로✦트위치 : https://www.twitch.tv/nenekomashiro_stellive✦유튜브 : https://www.youtube.com/@neneko_mashiro✦트위터 : https://twitter.com/NenekoMashiro---------------------------------------------------------------------------------------------------✦시라유키 히나✦트위치 : https://www.twitch.tv/shirayukihina_stellive✦유튜브 : https://www.youtube.com/@shirayukihina✦트위터 : https://twitter.com/Shirayukihina_---------------------------------------------------------------------------------------------------✦아카네 리제✦트위치 : https://www.twitch.tv/akanelize_stellive✦유튜브 : https://www.youtube.com/@akanelize✦트위터 : https://twitter.com/AkaneLize#스텔라이브"
"qdbbafF7h2c","30년 이상 된 고물차 버리고 드디어 한국차 새 차 갈아탄 스페인 남편, 반응은?","2023-06-05T23:00:30Z","UCXdEu0yCFd0qBFiDvh6FDBg","[스페인]산들무지개","22","23.08.06","스페인 고산|스페인 남편|한국 아내|한국인 아내|외국인 배우자|외국인 남편|외국인 아내|국제부부|국제 부부|국제 커플|국제커플|국제 가족|국제가족|다문화 가정|다문화 가족|다문화가족|다문화가정|스페인 생활|스페인 가족|가족|한국 스페인 가족|한국 여자|한국인 엄마|해외생활|외국생활|한국 엄마|스페인 남자|스페인 국제가족|한국 스페인 커플|스페인|남편|일상|한국 스페인|먹방|가족 먹방|쌍둥이|중딩|스페인 네 모녀|스페인 아빠|한식|외국인남편|집|스페인 일상|한국인과 사는 외국인|참나무집|이사|변화|숲속|전원생활|시골집|외국 시골집|큰 변화|가족 브이로그|스페인 음식|샐러드|새집|직장 발령|발령|차|간식|피자|비|고장|직장|새차|한국차|코란도|쌍용|일본차|니산|차 후기|외국인 한국차 반응|바게트|빵만들기|빵|외국인 반응|새 차|수동기어|유럽식 자동차|인수","264383","0","0","623","https://i.ytimg.com/vi/qdbbafF7h2c/default.jpg","False","True","산똘님 직장에서 발령이 났습니다. 그런데 아랫마을에서 출퇴근할 차가 너무 오래된 고물차라... 새 차로 드디어 바꾸게 됐습니다. 👏👏👏👏👏 그것도 한국 차를 사게 됐어요. 원래는 가장 가성비 좋은 다른 차를 사기로 했는데 따지고 보니, 여러모로 더 훌륭한 차가 있더라고요. 그래서 그 차를 사게 됐습니다. 광고 아님, 내돈내산~ 🤗오늘도 즐겁게 봐주시고 항상 건강 유의하시고, 행복하세요! 🤗💕💖* 영상 내 편집 중 실수로 단어 오류, 맞춤법, 띄어쓰기 등 틀린 게 있을 수 있으니 넓은 마음으로 이해해주시면 고맙겠습니다. 또한, 어린이가 출연했다고 댓글이 제한될 수 있다는 점도 알려드립니다. 산들무지개의 제2채널 https://youtube.com/c/GrimiDrimi산들무지개의 커뮤니티 링크https://www.youtube.com/channel/UCXdEu0yCFd0qBFiDvh6FDBg/community산들무지개 블로그 http://spainmusa.com산들무지개의 인스타그램https://www.instagram.com/spainmusa산들무지개 문의 이-메일 spainmusaa@gmail.com산들무지개의 책, [우리 가족, 숲에서 살기로 했습니다](김산들, 시공사)http://www.yes24.com/Product/Goods/69121838e-bookhttp://www.yes24.com/Product/goods/72257013그밖에 많은 온라인 서점 및 오프 서점에서 판매되고 있습니다.* 산들무지개의 영상 저작권은 산들무지개에게 있습니다. 모든 영상의 다운로드, 재업로드, 재편집, 복사 배포 등은 할 수 없음을 알려드립니다.* BGM https://www.epidemicsound.com/referral/b5g15j/위 링크로 들어가시면 배경음악 외 다양하고도 아름다운 곡을 만날 수 있어요. 만약 음악이 좋아 이 링크를 통해 음원을 사용하게 되시면, 여러분과 저 한 달 무료로 사용할 수 있습니다.Like the music? Find my playlist with the music I've used here:산들무지개 최애 음악 리스트:https://share.epidemicsound.com/b5g15j/?playlist=ejafsijbr6q1lnuavtdyo5kbbc3t8o5sAnd, if you sign up to Epidemic Sound through the playlist link, you'll get 1 month for free!영상 썸네일에 쓰인 템플릿은 춘향낙원님 템플릿입니다. 썸네일 caution 자료https://www.youtube.com/@iloveyou_eee"
"D2hMSXJQPkg","[가로 직캠] 이찬원 - 울 엄마 [불후의 명곡2 전설을 노래하다/Immortal Songs 2] | KBS 230603 방송","2023-06-03T12:53:21Z","UCR5cyf8hncN_AaQPfmvmlgA","KBS 레전드 케이팝","10","23.08.06","불후의명곡|리메이크|음악예능|노래대결|전설|세대공감|가요|추억|명곡|ImmortalSongs2","683754","0","0","3826","https://i.ytimg.com/vi/D2hMSXJQPkg/default.jpg","False","True","[가로 직캠] 이찬원 - 울 엄마#불후의명곡 #리메이크 #음악예능 #노래대결 #전설 #세대공감 #가요 #추억 #명곡 #ImmortalSongs2 ----------------------------------------------        ▶ Homepage : https://program.kbs.co.kr/2tv/enter/satfreedom/pc/index.html        ▶ Wavve : https://www.wavve.com/        ▶ Youtube : https://www.youtube.com/channel/UCR5cyf8hncN_AaQPfmvmlgA----------------------------------------------"
"2zn6gQVfC34","450만원짜리 애플 비전 프로 총정리","2023-06-06T08:34:38Z","UC_0oo0GPlDUU88ubLDnJkSQ","UNDERkg","28","23.08.06","애플|wwdc 2023|m2 울트라|맥북 에어|맥북 에어 15|맥북 에어 15인치|맥 프로|맥 프로 m2 울트라|비전 프로|비전 os|visionos|애플 헤드셋|애플 vr|애플 ar|언더케이지|언케|underkg","208433","0","0","956","https://i.ytimg.com/vi/2zn6gQVfC34/default.jpg","False","True","- 아니 무슨 현충일에 발표를 두 시간씩 한대요?WWDC라서 소프트웨어 얘기를 하는 것이 맞겠지만 고건 베타 깔아서 보여드리는 걸로 살짝 미루고, 하드웨어 위주로 정리해 봤습니다!00:00 - 인트로00:46 - M2 울트라01:21 - 맥 프로02:54 - 맥북 에어 1504:21 - 비전 프로-페이스북 http://facebook.com/underkg-인스타그램 http://instagram.com/underkgshow"
"A94W0NvGYA0","혼란과 위기의 미국 입국 24시 - 미국(上)","2023-06-04T13:56:30Z","UClRNDVO8093rmRTtLe4GEPw","곽튜브","19","23.08.06","[none]","1700985","0","0","1992","https://i.ytimg.com/vi/A94W0NvGYA0/default.jpg","False","True","*밴앤제리스 초청을 받아 숙박 및 항공권을 지원받았습니다.안녕하세요.노홍철 형님과 최애아이스크림의 초청을 받아미국 버몬트주에 짧게 다녀왔습니다.정말 많이 먹다왔습니다.현재는 한국에 돌아와서 급격히 다이어트중입니다.감사합니다.-------------------------------------------------------------------------------insta : @jbkwakmail : kwaktube@sandboxnetwork.net촬영장비 : 고프로 히어로 11 블랙편집 : 맥북프로 16인치, 파이널컷 X음원 : Epidemic sound&Artlist"
"mVdyQ60DVPU","24시간동안 국물라면 먹기 VS 비빔라면 먹기!! 뭐가 더 많이 먹을 수 있을까?!","2023-06-04T09:00:23Z","UClzB2iZ5jPoTNz0S-QU6Wiw","파뿌리","24","23.08.06","파뿌리|예능|게임|GAME|오락|버라이어티|variety|웹예능|플레이","911417","0","0","1851","https://i.ytimg.com/vi/mVdyQ60DVPU/default.jpg","False","True","※ 노랭이 PD : 아으.. 좀만 덜 먹었어도..ㅠㅠㅠ※ 강호이 : 아.. 행복하다..※ 진렬이 : 흐흐흐... 나의 세상이다!!#파뿌리24 #파뿌리 #라면 파뿌리 채널 구독하기 ☞ https://url.kr/IPn4hC상경한 세 남자의 유쾌한 매력에 빠져보세요!!파뿌리24 영상 몰아보기 ☞ https://url.kr/SDQwbZ 복층라이프 몰아보기 ☞ https://url.kr/w3lLgh파뿌리 저가락 몰아보기 ☞ https://url.kr/5IUCuO슈퍼푸드보이 몰아보기 ☞ https://url.kr/JEGKBi랜덤챌린지 몰아보기 ☞ https://url.kr/iK3q9R퀴즈먹방 몰아보기 ☞ https://url.kr/QXLzIP뿌이로그 몰아보기  ☞ https://url.kr/M9DVLH1분 리뷰 몰아보기 ☞ https://url.kr/nufm3C[이메일] 콘텐츠요청, 팬 아트, 보내주고픈 말들 : popfree@sandboxnetwork.net[팬사서함] 서울시 용산구 서빙고로 17 센트럴파크타워, 30층 샌드박스받는 사람명 - 파뿌리"
